timestamp,ch1,ch2,ch3,ch4
1760938063,-134.765625,-35.15625,-399.4140625,-193.8476563
1760938063,-249.0234375,-35.64453125,-828.125,-375
1760938063,80.56640625,-17.578125,77.1484375,121.5820313
1760938063,157.7148438,-20.99609375,560.0585938,214.3554688
1760938063,122.0703125,-15.13671875,464.3554688,208.4960938
1760938063,-207.03125,-47.8515625,-782.2265625,-327.6367188
1760938063,-121.5820313,-55.6640625,-287.5976563,-156.25
1760938063,-20.01953125,-31.25,-44.43359375,25.87890625
1760938064,64.453125,-3.90625,301.2695313,98.14453125
1760938064,0,-19.04296875,486.8164063,172.3632813
1760938064,-253.4179688,-42.96875,-856.9335938,-385.7421875
1760938064,61.03515625,3.41796875,177.2460938,72.265625
1760938064,119.140625,0,564.453125,229.0039063
1760938064,-189.9414063,-22.4609375,-647.4609375,-325.6835938
1760938064,-262.6953125,-51.26953125,-984.8632813,-465.3320313
1760938064,79.1015625,7.8125,384.2773438,129.3945313
1760938064,0,12.6953125,549.3164063,308.1054688
1760938064,-20.99609375,-15.625,239.2578125,-20.99609375
1760938064,-185.0585938,-30.76171875,-682.1289063,-360.3515625
1760938064,-212.890625,-54.6875,-846.6796875,-488.7695313
1760938064,-122.5585938,-41.50390625,-429.1992188,-232.9101563
1760938064,-171.875,-55.17578125,-650.390625,-395.9960938
1760938064,-65.91796875,-4.8828125,-184.5703125,-30.2734375
1760938064,60.05859375,-8.30078125,645.5078125,369.6289063
1760938065,-126.4648438,-51.7578125,-589.3554688,-303.2226563
1760938065,-124.5117188,-36.1328125,-479.4921875,-209.4726563
1760938065,0,-11.23046875,263.671875,224.1210938
1760938065,45.8984375,-9.27734375,375.9765625,287.5976563
1760938065,-180.1757813,-43.9453125,-791.5039063,-527.8320313
1760938065,-208.0078125,-47.36328125,-1000,-569.3359375
1760938065,83.984375,8.30078125,455.5664063,362.7929688
1760938065,69.3359375,15.625,611.328125,368.1640625
1760938065,-88.8671875,-20.01953125,-182.1289063,-193.359375
1760938065,-134.2773438,-56.15234375,-608.3984375,-356.4453125
1760938065,-8.7890625,-18.5546875,83.984375,121.09375
1760938065,-83.0078125,-24.4140625,-293.4570313,-171.3867188
1760938065,-172.3632813,-45.8984375,-753.90625,-479.0039063
1760938065,-16.11328125,-14.16015625,9.27734375,64.453125
1760938065,52.24609375,-25.87890625,573.2421875,327.6367188
1760938065,-134.2773438,-35.64453125,-618.6523438,-398.4375
1760938066,-187.0117188,-61.03515625,-1000,-596.6796875
1760938066,57.12890625,-26.85546875,312.5,274.4140625
1760938066,84.47265625,-8.7890625,583.0078125,385.7421875
1760938066,-34.66796875,-18.5546875,214.3554688,-31.73828125
1760938066,-143.0664063,-34.66796875,-650.390625,-462.4023438
1760938066,-47.36328125,-19.53125,-216.3085938,-59.08203125
1760938066,70.3125,-16.6015625,604.0039063,356.9335938
1760938066,41.015625,-13.671875,494.140625,236.328125
1760938066,-209.4726563,-49.31640625,-897.4609375,-600.0976563
1760938066,0,-31.25,10.25390625,-39.55078125
1760938066,81.54296875,-15.625,465.8203125,430.6640625
1760938066,-112.7929688,-33.203125,-411.6210938,-322.265625
1760938066,-255.3710938,-46.38671875,-888.671875,-829.1015625
1760938066,-12.20703125,-32.71484375,-192.3828125,-78.61328125
1760938066,185.0585938,-28.80859375,523.9257813,775.8789063
1760938067,-275.390625,-62.98828125,-787.109375,-749.5117188
1760938067,8.30078125,-30.76171875,573.2421875,172.3632813
1760938067,41.015625,-17.08984375,473.6328125,132.3242188
1760938067,-31.73828125,4.8828125,119.140625,-127.9296875
1760938067,-160.6445313,-45.8984375,0,-334.9609375
1760938067,0,-29.296875,0,0
1760938067,134.765625,8.30078125,0,0
1760938067,0,2.9296875,409.1796875,122.5585938
1760938067,0,-31.25,0,0
1760938067,-116.2109375,-21.97265625,-334.4726563,-160.6445313
1760938067,0,4.8828125,244.6289063,124.0234375
1760938067,0,-17.08984375,0,0
1760938067,0,-15.13671875,0,0
1760938067,71.77734375,-1.953125,316.40625,71.77734375
1760938067,-248.5351563,-46.875,-864.2578125,132.3242188
1760938067,0,-28.3203125,0,0
1760938067,164.0625,7.32421875,510.7421875,-12.6953125
1760938068,0,-20.99609375,0,-287.5976563
1760938068,26.3671875,-25.87890625,212.890625,0
1760938068,158.6914063,-1.46484375,461.9140625,167.4804688
1760938068,-157.7148438,3.90625,523.9257813,-191.40625
1760938068,0,-42.96875,0,0
1760938068,-80.078125,-12.20703125,-517.0898438,177.734375
1760938068,-248.5351563,-13.18359375,161.1328125,0
1760938068,-128.90625,-54.19921875,-395.5078125,-128.4179688
1760938068,117.1875,7.8125,501.4648438,181.1523438
1760938068,-191.40625,-36.62109375,-625.9765625,-244.6289063
1760938068,0.9765625,-37.59765625,-234.375,-71.77734375
1760938068,115.7226563,1.46484375,539.0625,188.4765625
1760938068,0,-20.5078125,-214.84375,231.4453125
1760938068,-77.63671875,-26.3671875,532.7148438,-155.2734375
1760938068,172.3632813,20.5078125,0,0
1760938069,0,-30.2734375,-201.6601563,-207.03125
1760938069,0,-40.52734375,0,0
1760938069,0,-20.01953125,132.8125,0
1760938069,0,-16.11328125,0,0
1760938069,0,-41.015625,0,0
1760938069,0,-33.69140625,0,0
1760938069,0,5.37109375,427.2460938,-325.1953125
1760938069,0,-9.27734375,0,0
1760938069,0,-48.828125,0,0
1760938069,0,-31.25,0,0
1760938069,0,-15.625,0,0
1760938069,6.8359375,-1.46484375,264.6484375,37.109375
1760938069,-350.0976563,-60.546875,-900.8789063,-447.265625
1760938069,-235.8398438,-14.6484375,-777.34375,-340.3320313
1760938069,0,-7.32421875,0,0
1760938069,-99.12109375,-33.69140625,-235.3515625,-112.7929688
1760938070,-133.7890625,-30.76171875,-616.2109375,-215.3320313
1760938070,168.9453125,0,458.984375,190.4296875
1760938070,120.6054688,-12.20703125,490.7226563,148.4375
1760938070,40.52734375,-24.90234375,283.6914063,69.3359375
1760938070,139.1601563,-1.953125,460.4492188,204.1015625
1760938070,81.54296875,-17.578125,400.8789063,152.8320313
1760938070,0,-52.734375,0,0
1760938070,34.66796875,-20.01953125,-118.6523438,-269.0429688
1760938070,10.25390625,-32.71484375,0,0
1760938070,50.29296875,-5.37109375,356.4453125,72.75390625
1760938070,-93.26171875,-23.92578125,-609.375,-145.5078125
1760938070,0,-23.92578125,-119.140625,-105.46875
1760938070,0,-6.8359375,0,0
1760938070,118.1640625,-16.6015625,456.0546875,182.6171875
1760938070,0,-10.25390625,247.5585938,79.1015625
1760938070,-250,-35.64453125,-908.6914063,-345.703125
1760938071,117.1875,-5.37109375,335.4492188,136.2304688
1760938071,122.0703125,-31.73828125,458.0078125,184.0820313
1760938071,101.5625,-32.71484375,380.3710938,126.4648438
1760938071,-33.203125,-55.17578125,191.40625,-4.39453125
1760938071,-229.4921875,-30.76171875,-662.109375,96.6796875
1760938071,-7.32421875,-22.4609375,-746.5820313,0
1760938071,0,0.9765625,0,0
1760938071,0,-28.80859375,0,0
1760938071,0,-48.33984375,0,0
1760938071,0,-29.78515625,0,0
1760938071,-225.5859375,-9.27734375,443.359375,131.3476563
1760938071,0,-37.109375,0,0
1760938071,127.9296875,-42.96875,0,0
1760938071,0,-41.015625,549.8046875,135.7421875
1760938071,0,-4.39453125,0,0
1760938071,120.1171875,-36.62109375,544.4335938,-91.30859375
1760938072,106.9335938,-19.53125,299.8046875,209.9609375
1760938072,0,-52.24609375,0,-322.265625
1760938072,35.64453125,-13.671875,-71.77734375,96.6796875
1760938072,59.5703125,-0.9765625,519.53125,238.28125
1760938072,0,-34.1796875,0,0
1760938072,0,-36.62109375,-941.40625,-507.8125
1760938072,-58.59375,-16.6015625,-505.859375,-304.6875
1760938072,49.8046875,-18.5546875,531.7382813,340.3320313
1760938072,-70.3125,-30.76171875,77.1484375,-83.49609375
1760938072,-165.5273438,-62.98828125,-802.2460938,-401.8554688
1760938072,-38.57421875,-7.32421875,-297.3632813,2.9296875
1760938072,25.87890625,-12.6953125,593.75,298.828125
1760938072,15.625,-15.13671875,385.7421875,175.78125
1760938072,-178.7109375,-75.1953125,-919.4335938,-542.96875
1760938072,-122.0703125,-25.87890625,-743.1640625,-378.90625
1760938072,-13.18359375,-41.9921875,35.64453125,115.7226563
1760938072,-35.15625,-13.671875,-164.0625,-59.5703125
1760938073,47.36328125,-24.4140625,524.4140625,326.6601563
1760938073,-112.3046875,-45.8984375,-362.7929688,-304.1992188
1760938073,-91.796875,-30.2734375,-546.875,-198.2421875
1760938073,63.4765625,9.765625,563.4765625,357.421875
1760938073,-73.73046875,-36.62109375,-151.8554688,-151.3671875
1760938073,-146.484375,-45.41015625,-625,-311.5234375
1760938073,70.3125,-25.390625,555.6640625,342.2851563
1760938073,38.0859375,-18.06640625,518.5546875,278.8085938
1760938073,-139.6484375,-40.52734375,-690.4296875,-382.8125
1760938073,0,-25.390625,-167.4804688,-34.1796875
1760938073,0,-12.6953125,541.9921875,297.8515625
1760938073,-173.3398438,-12.6953125,-374.0234375,-355.46875
1760938073,100.0976563,17.578125,511.71875,357.9101563
1760938073,-44.921875,-32.71484375,-588.8671875,-208.0078125
1760938073,52.24609375,-27.83203125,435.546875,186.0351563
1760938073,-154.296875,-63.96484375,-900.390625,-539.5507813
1760938074,31.25,-8.30078125,275.8789063,270.0195313
1760938074,104.9804688,9.765625,579.5898438,419.4335938
1760938074,-7.8125,-25.87890625,166.5039063,1.46484375
1760938074,-108.8867188,-39.0625,-827.6367188,-480.46875
1760938074,48.828125,-31.25,479.0039063,410.6445313
1760938074,-9.765625,-25.87890625,260.7421875,91.30859375
1760938074,-140.1367188,-67.87109375,-986.328125,-593.75
1760938074,47.36328125,-17.578125,433.1054688,375.4882813
1760938074,-13.671875,-32.2265625,439.9414063,173.828125
1760938074,-69.3359375,-39.55078125,-132.3242188,-171.3867188
1760938074,-127.9296875,-59.08203125,-782.2265625,-551.7578125
1760938074,6.8359375,-14.16015625,118.1640625,141.1132813
1760938074,-86.9140625,-34.66796875,-391.6015625,-260.2539063
1760938074,-143.0664063,-55.6640625,-844.2382813,-617.1875
1760938074,1.953125,-1.46484375,176.7578125,196.2890625
1760938074,43.9453125,-7.8125,489.7460938,396.9726563
1760938075,13.18359375,-30.2734375,-10.25390625,112.3046875
1760938075,52.24609375,-20.01953125,408.6914063,338.3789063
1760938075,0,-37.109375,-803.7109375,-626.4648438
1760938075,25.390625,0.9765625,0,177.734375
1760938075,-56.640625,-13.18359375,-62.5,-172.3632813
1760938075,-93.26171875,-46.38671875,-766.1132813,-408.6914063
1760938075,-20.99609375,-15.625,-30.76171875,148.4375
1760938075,38.0859375,-11.71875,516.6015625,353.0273438
1760938075,-17.08984375,-32.71484375,311.0351563,143.5546875
1760938075,-146.484375,-44.921875,-392.0898438,-454.1015625
1760938075,-151.8554688,-42.96875,-354.9804688,-389.6484375
1760938075,-148.9257813,-22.94921875,281.25,-158.6914063
1760938075,0,-60.05859375,0,-612.7929688
1760938075,-28.3203125,-37.109375,-259.765625,-3.90625
1760938075,223.6328125,-13.671875,461.9140625,629.3945313
1760938075,132.3242188,-20.5078125,252.4414063,367.6757813
1760938075,0,-48.33984375,-952.1484375,-629.3945313
1760938076,-81.0546875,-38.0859375,-800.78125,-533.6914063
1760938076,0,-12.20703125,513.1835938,496.5820313
1760938076,-32.71484375,-27.34375,254.8828125,65.4296875
1760938076,-136.2304688,-54.6875,-1000,-686.5234375
1760938076,-5.37109375,-12.20703125,384.2773438,438.9648438
1760938076,-1.953125,-18.5546875,407.7148438,176.7578125
1760938076,-72.75390625,-51.26953125,-304.1992188,-268.5546875
1760938076,-145.9960938,-62.01171875,-997.5585938,-732.9101563
1760938076,-20.5078125,-24.90234375,283.6914063,31.73828125
1760938076,-136.2304688,-48.33984375,-939.9414063,-644.0429688
1760938076,63.96484375,8.30078125,562.9882813,475.5859375
1760938076,0,-11.23046875,367.1875,142.578125
1760938076,-133.7890625,-51.26953125,-948.7304688,-731.4453125
1760938076,33.203125,-27.34375,419.921875,430.1757813
1760938076,57.6171875,-6.8359375,650.8789063,493.6523438
1760938076,-83.984375,-25.87890625,-77.63671875,-184.5703125
1760938076,-333.0078125,-30.76171875,-943.8476563,-749.0234375
1760938077,0,-2.9296875,-136.2304688,72.265625
1760938077,-0.9765625,7.8125,652.8320313,452.6367188
1760938077,-74.70703125,-31.73828125,-629.3945313,-458.0078125
1760938077,-27.83203125,-44.921875,-344.2382813,-109.375
1760938077,62.98828125,-19.53125,503.90625,409.6679688
1760938077,-99.12109375,-43.45703125,-822.7539063,-620.1171875
1760938077,-65.4296875,-43.9453125,-548.828125,-397.4609375
1760938077,-76.66015625,-30.76171875,-418.9453125,-241.6992188
1760938077,48.828125,-4.39453125,608.8867188,465.3320313
1760938077,-42.48046875,-32.2265625,-96.6796875,-219.7265625
1760938077,-119.140625,-52.24609375,-675.78125,-438.4765625
1760938077,-2.9296875,-12.6953125,-39.0625,160.6445313
1760938077,44.43359375,0,528.3203125,379.8828125
1760938077,15.625,-20.01953125,373.046875,201.171875
1760938077,-78.125,-73.2421875,-1000,-663.5742188
1760938077,0,-3.90625,340.8203125,435.0585938
1760938078,38.57421875,-6.34765625,495.6054688,269.0429688
1760938078,-4.8828125,-43.9453125,113.28125,-69.82421875
1760938078,-98.14453125,-52.24609375,-764.6484375,-575.1953125
1760938078,-148.4375,-65.4296875,-1000,-705.078125
1760938078,-102.0507813,-44.43359375,-920.8984375,-745.1171875
1760938078,19.04296875,-35.64453125,266.1132813,346.1914063
1760938078,69.3359375,-5.37109375,587.890625,544.921875
1760938078,-187.0117188,-8.7890625,261.71875,-136.2304688
1760938078,-136.2304688,-42.48046875,-1000,-709.4726563
1760938078,59.08203125,-2.44140625,580.078125,523.9257813
1760938078,31.25,-6.34765625,358.8867188,177.734375
1760938078,-140.625,-50.29296875,-968.75,-766.1132813
1760938078,-91.796875,-30.76171875,-556.1523438,-364.7460938
1760938078,0,-1.46484375,627.9296875,489.7460938
1760938078,103.0273438,-25.87890625,481.4453125,458.984375
1760938078,-62.5,-53.22265625,-770.0195313,-550.78125
1760938079,-105.9570313,-43.9453125,-1000,-716.796875
1760938079,53.22265625,-15.625,0,419.4335938
1760938079,-89.84375,-34.1796875,-598.1445313,-565.4296875
1760938079,-160.6445313,-68.359375,-1000,-780.2734375
1760938079,31.25,-4.8828125,301.2695313,404.296875
1760938079,12.6953125,-14.6484375,457.5195313,250.4882813
1760938079,0,-29.296875,79.1015625,-63.96484375
1760938079,-118.1640625,-40.0390625,-864.7460938,-565.4296875
1760938079,64.453125,3.90625,589.3554688,520.9960938
1760938079,-89.84375,-28.3203125,550.2929688,278.8085938
1760938079,-88.8671875,-2.9296875,-520.9960938,-470.703125
1760938079,-122.5585938,-46.875,-908.6914063,-731.4453125
1760938079,29.78515625,18.5546875,212.890625,340.3320313
1760938079,62.5,14.6484375,569.8242188,508.3007813
1760938079,-22.4609375,-30.2734375,163.5742188,21.97265625
1760938079,-20.01953125,-49.8046875,-565.9179688,-385.7421875
1760938080,89.35546875,-13.671875,598.1445313,424.8046875
1760938080,31.25,-20.99609375,347.65625,112.3046875
1760938080,-129.8828125,-81.0546875,-1000,-687.5
1760938080,40.52734375,1.953125,541.9921875,456.5429688
1760938080,20.5078125,-10.7421875,446.2890625,217.2851563
1760938080,-134.2773438,-41.9921875,-1000,-750.9765625
1760938080,-108.3984375,-34.1796875,-687.0117188,-437.0117188
1760938080,69.82421875,1.46484375,607.9101563,510.7421875
1760938080,35.64453125,-16.6015625,547.3632813,408.6914063
1760938080,-82.03125,-44.43359375,-751.4648438,-544.4335938
1760938080,-137.2070313,-39.0625,-945.3125,-763.1835938
1760938080,-186.0351563,-15.13671875,363.28125,195.8007813
1760938080,20.01953125,-5.37109375,489.2578125,453.6132813
1760938080,-1.46484375,-38.57421875,175.2929688,-61.5234375
1760938080,59.5703125,-4.39453125,610.3515625,465.3320313
1760938080,-124.5117188,-33.69140625,-1000,-693.359375
1760938081,-50.78125,-22.4609375,-397.9492188,-203.125
1760938081,43.45703125,-11.23046875,606.9335938,460.4492188
1760938081,78.61328125,-10.7421875,520.5078125,355.9570313
1760938081,-87.890625,-53.22265625,-814.9414063,-613.7695313
1760938081,-113.7695313,-63.96484375,-944.3359375,-634.2773438
1760938081,63.4765625,-10.25390625,548.828125,472.1679688
1760938081,39.0625,-14.16015625,433.59375,198.2421875
1760938081,-146.9726563,-58.59375,-1000,-717.7734375
1760938081,-116.6992188,-40.52734375,-594.2382813,-383.3007813
1760938081,44.43359375,-14.16015625,593.2617188,506.8359375
1760938081,0,-39.55078125,2.9296875,-93.75
1760938081,-116.6992188,-45.41015625,-794.4335938,-545.8984375
1760938081,-73.73046875,-51.26953125,-389.6484375,-314.9414063
1760938081,-30.76171875,-25.87890625,197.7539063,-8.7890625
1760938081,-137.2070313,-44.921875,-696.7773438,-544.921875
1760938082,-52.734375,-41.015625,-173.3398438,-61.5234375
1760938082,80.078125,-17.08984375,597.1679688,478.0273438
1760938082,-163.0859375,-4.39453125,464.3554688,65.91796875
1760938082,-13.671875,-12.6953125,169.921875,-42.96875
1760938082,-89.84375,-36.1328125,-972.1679688,-525.8789063
1760938082,73.73046875,-11.71875,607.421875,485.3515625
1760938082,49.8046875,-3.41796875,634.765625,437.9882813
1760938082,-94.7265625,-31.25,-621.5820313,-428.7109375
1760938082,-146.484375,-36.1328125,-946.7773438,-731.9335938
1760938082,8.30078125,-20.99609375,242.6757813,294.921875
1760938082,58.10546875,6.8359375,580.5664063,469.7265625
1760938082,39.55078125,-7.32421875,590.3320313,418.4570313
1760938082,10.7421875,-8.30078125,418.9453125,209.9609375
1760938082,50.29296875,-18.5546875,479.0039063,352.5390625
1760938082,-124.0234375,-59.5703125,-759.2773438,-608.8867188
1760938082,-138.671875,-70.3125,-978.0273438,-687.9882813
1760938083,44.43359375,-5.37109375,471.1914063,427.734375
1760938083,-5.859375,-10.7421875,640.1367188,431.640625
1760938083,-30.2734375,-18.06640625,506.3476563,270.0195313
1760938083,-100.0976563,-33.69140625,-817.3828125,-608.3984375
1760938083,2.9296875,-14.6484375,-72.75390625,176.2695313
1760938083,69.82421875,1.953125,482.9101563,469.2382813
1760938083,27.34375,-18.06640625,392.0898438,177.2460938
1760938083,0,-39.55078125,-385.7421875,-230.9570313
1760938083,-132.3242188,-57.6171875,-832.03125,-677.2460938
1760938083,-3.90625,-21.97265625,29.296875,183.59375
1760938083,-62.01171875,-31.25,-328.6132813,-137.6953125
1760938083,-116.2109375,-11.23046875,-743.6523438,-462.4023438
1760938083,-31.73828125,-19.53125,7.32421875,100.0976563
1760938083,51.26953125,-30.2734375,531.7382813,396.484375
1760938083,-97.65625,-33.69140625,-588.8671875,-472.1679688
1760938083,-49.8046875,-41.50390625,-270.5078125,-73.73046875
1760938084,146.9726563,-15.13671875,595.703125,518.0664063
1760938084,77.1484375,-29.296875,503.90625,334.4726563
1760938084,-105.46875,-49.31640625,-860.8398438,-650.8789063
1760938084,0,-77.1484375,-879.3945313,-555.6640625
1760938084,-40.0390625,-21.484375,-170.4101563,-26.85546875
1760938084,43.45703125,-6.8359375,664.5507813,418.9453125
1760938084,-89.84375,-49.8046875,-502.9296875,-367.6757813
1760938084,-95.21484375,-34.66796875,-498.5351563,-235.3515625
1760938084,7.32421875,-12.20703125,274.4140625,291.5039063
1760938084,-57.6171875,-22.4609375,-479.0039063,-309.0820313
1760938084,49.8046875,-8.7890625,601.0742188,391.1132813
1760938084,28.3203125,-19.04296875,359.375,189.9414063
1760938084,-45.41015625,-43.9453125,-327.1484375,-229.0039063
1760938084,-106.9335938,-35.15625,-633.7890625,-408.6914063
1760938084,-28.3203125,-27.83203125,67.87109375,187.0117188
1760938085,0,-11.23046875,486.328125,373.5351563
1760938085,0,-40.0390625,0,0
1760938085,-148.4375,-46.38671875,-955.078125,-721.6796875
1760938085,0,-12.20703125,0,0
1760938085,-125.4882813,-18.06640625,405.2734375,0
1760938085,0,-53.7109375,0,295.4101563
1760938085,0,-46.875,0,0
1760938085,-132.3242188,-21.484375,30.76171875,327.6367188
1760938085,0,-8.30078125,0,0
1760938085,0,-8.7890625,-213.8671875,0
1760938085,0,-25.390625,0,464.84375
1760938085,0,-37.59765625,-742.6757813,0
1760938085,-32.71484375,-26.85546875,33.69140625,91.796875
1760938085,35.15625,-8.30078125,530.7617188,418.4570313
1760938085,20.5078125,-23.92578125,463.8671875,201.6601563
1760938085,0,-18.5546875,-222.65625,-208.0078125
1760938086,-112.7929688,-47.36328125,-694.8242188,-424.3164063
1760938086,57.12890625,-8.30078125,609.8632813,471.1914063
1760938086,46.875,-15.625,561.5234375,393.0664063
1760938086,-108.8867188,-41.9921875,604.4921875,67.3828125
1760938086,-153.8085938,-51.7578125,0,0
1760938086,11.23046875,0.48828125,297.3632813,369.140625
1760938086,64.94140625,5.859375,643.5546875,494.6289063
1760938086,-132.3242188,-55.6640625,-804.6875,-646.484375
1760938087,-124.5117188,-48.33984375,-720.703125,-549.3164063
1760938088,-60.05859375,-22.4609375,-93.75,-108.8867188
1760938089,147.9492188,1.953125,311.5234375,167.4804688
1760938091,-191.40625,-41.50390625,-531.25,-264.6484375
1760938092,98.14453125,-20.5078125,657.7148438,312.9882813
1760938093,-201.6601563,-55.6640625,-883.3007813,-523.4375
1760938094,95.21484375,21.484375,489.2578125,273.4375
1760938095,110.8398438,6.34765625,547.8515625,329.5898438
1760938096,53.22265625,-3.90625,507.8125,235.8398438
1760938097,0,-17.578125,564.9414063,292.96875
1760938098,-1.46484375,-7.32421875,351.5625,58.10546875
1760938099,64.94140625,-7.8125,537.5976563,162.109375
1760938100,0,-17.08984375,-124.5117188,0
